Year,State,Overall Homeless,Overall Homeless - Under 18,Overall Homeless - Age 18 to 24,Overall Homeless - Over 24,Overall Homeless - Female,Overall Homeless - Male,Overall Homeless - Transgender,Overall Homeless - Gender that is not Singularly Female or Male,Overall Homeless - Non-Hispanic/Non-Latin(o)(a)(x),Overall Homeless - Hispanic/Latin(o)(a)(x),Overall Homeless - White,"Overall Homeless - Black, African American, or African",Overall Homeless - Asian or Asian American,"Overall Homeless - American Indian, Alaska Native, or Indigenous",Overall Homeless - Native Hawaiian or Other Pacific Islander,Overall Homeless - Multiple Races,Overall Homeless Veterans,Overall Homeless Veterans - Female,Overall Homeless Veterans - Male,Overall Homeless Veterans - Transgender,Overall Homeless Veterans - Gender that is not Singularly Female or Male,Overall Homeless Veterans - Non-Hispanic/Non-Latin(o)(a)(x),Overall Homeless Veterans - Hispanic/Latin(o)(a)(x),Overall Homeless Veterans - White,"Overall Homeless Veterans - Black, African American, or African",Overall Homeless Veterans - Asian or Asian American,"Overall Homeless Veterans - American Indian, Alaska Native, or Indigenous",Overall Homeless Veterans - Native Hawaiian or Other Pacific Islander,Overall Homeless Veterans - Multiple Races
2019,NE,"2,365",423,185,"1,757",866,"1,494",4,1,"2,104",261,"1,580",546,13,73,4,149,175,13,162,0,0,169,6,138,28,2,4,0,3
2019,NH,"1,396",352,117,927,626,758,3,9,"1,231",165,"1,172",100,9,5,6,104,113,11,102,0,0,107,6,104,6,1,1,0,1
2019,NJ,"8,862","1,831",714,"6,317","3,579","5,264",17,2,"7,071","1,791","3,545","4,913",65,77,51,211,551,35,516,0,0,501,50,250,289,2,4,0,6
2019,NM,"3,241",515,217,"2,509","1,278","1,930",19,14,"1,879","1,362","1,842",192,17,842,27,321,257,20,234,1,2,183,74,143,27,1,73,0,13
2019,NV,"7,169",656,"1,025","5,488","2,095","5,042",31,1,"6,221",948,"4,297","2,210",144,185,59,274,674,62,611,1,0,605,69,398,234,8,12,8,14
2019,NY,"92,091","28,985","8,444","54,662","42,980","48,685",401,25,"61,457","30,634","20,931","64,450","1,133",370,949,"4,258","1,270",110,"1,156",4,0,"1,062",208,521,693,6,9,11,30
2019,OH,"10,345","2,135",853,"7,357","4,131","6,185",26,3,"9,956",389,"5,180","4,606",26,42,16,475,676,27,646,3,0,661,15,366,283,2,5,1,19
2019,OK,"3,944",549,327,"3,068","1,351","2,578",7,8,"3,670",274,"2,428",752,15,482,19,248,280,20,259,1,0,272,8,177,58,0,28,0,17
2019,OR,"15,876","2,645","1,116","12,115","6,187","9,551",77,61,"14,309","1,567","12,839",896,82,777,195,"1,087","1,438",114,"1,313",8,3,"1,332",106,"1,142",117,2,71,22,84
2019,PA,"13,199","3,020","1,079","9,100","5,373","7,776",32,18,"11,647","1,552","5,711","6,851",55,53,50,479,857,61,795,1,0,797,60,433,390,1,10,0,23
2019,PR,"2,535",110,85,"2,340",533,"1,990",11,1,58,"2,477","1,080",462,4,19,4,966,90,8,82,0,0,5,85,36,22,1,0,1,30
2019,RI,"1,055",197,39,819,358,690,7,0,799,256,655,309,8,17,4,62,92,4,88,0,0,87,5,71,17,0,2,0,2
2019,SC,"4,172",520,263,"3,389","1,520","2,647",2,3,"4,052",120,"1,793","2,160",14,36,10,159,462,39,423,0,0,454,8,186,254,2,3,2,15
2019,SD,995,188,72,735,389,605,1,0,945,50,285,75,3,609,0,23,66,3,63,0,0,64,2,32,3,0,26,0,5
2019,TN,"7,467","1,170",421,"5,876","2,823","4,632",10,2,"7,265",202,"4,268","2,886",22,56,16,219,679,41,637,1,0,677,2,362,297,2,7,0,11
2019,TX,"25,848","4,249","1,523","20,076","9,404","16,361",66,17,"18,884","6,964","14,984","9,622",202,245,77,718,"1,806",233,"1,566",5,2,"1,572",234,993,734,7,33,2,37
2019,UT,"2,798",565,190,"2,043","1,108","1,673",12,5,"2,190",608,"2,159",276,41,131,77,114,211,9,201,1,0,182,29,169,21,3,8,4,6
2019,VA,"5,783","1,346",367,"4,070","2,318","3,452",9,4,"5,313",470,"2,208","3,100",97,41,11,326,447,57,389,1,0,429,18,177,244,0,6,1,19
2019,VI,314,0,6,308,73,236,0,5,270,44,46,228,0,6,0,34,13,3,10,0,0,12,1,3,10,0,0,0,0
2019,VT,"1,089",251,136,702,461,616,9,3,"1,047",42,925,85,19,8,1,51,87,6,81,0,0,86,1,77,4,0,1,0,5
2019,WA,"21,577","3,557","2,123","15,897","8,820","12,190",246,321,"18,506","3,071","12,590","4,436",510,"1,751",635,"1,655","1,585",229,"1,288",53,15,"1,359",226,985,265,48,120,37,130
2019,WI,"4,538","1,303",286,"2,949","1,947","2,578",9,4,"4,124",414,"2,545","1,393",42,234,4,320,359,12,347,0,0,346,13,257,81,1,6,0,14
2019,WV,"1,397",153,94,"1,150",529,868,0,0,"1,362",35,"1,161",190,8,6,2,30,137,7,130,0,0,131,6,106,27,0,1,0,3
2019,WY,548,81,69,398,172,376,0,0,481,67,456,31,0,29,3,29,51,1,50,0,0,50,1,37,7,0,4,1,2
2020,AK,"1,949",326,197,"1,426",828,"1,114",3,4,"1,823",126,634,137,22,890,40,226,94,9,85,0,0,86,8,50,11,1,23,0,9
2020,AL,"3,351",528,198,"2,625","1,294","1,988",9,4,"3,214",126,"1,462","1,755",2,37,11,73,329,22,307,0,0,324,5,152,166,0,1,2,8
2020,AR,"2,366",195,258,"1,913",798,"1,561",5,2,"2,313",53,"1,353",901,4,42,21,45,188,12,175,1,0,185,3,72,110,0,4,2,0
2020,AS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020,AZ,"10,979","1,722",824,"8,433","4,228","6,694",43,14,"8,624","2,355","6,901","2,289",77,"1,027",60,625,921,79,838,4,0,826,95,641,171,8,44,7,50
2020,CA,"161,548","16,141","13,391","132,016","53,505","105,737","1,601",705,"109,582","51,966","87,439","49,610","3,240","6,386","1,784","13,089","11,401","1,062","10,200",94,45,"9,345","2,056","6,494","3,157",186,433,131,"1,000"
2020,CO,"9,846","1,364",734,"7,748","3,198","6,562",53,33,"7,565","2,281","6,411","1,808",51,527,136,913,"1,044",99,939,2,4,908,136,712,185,6,46,16,79
2020,CT,"2,905",585,208,"2,112","1,107","1,785",6,7,"2,058",847,"1,519","1,065",16,34,10,261,199,14,185,0,0,177,22,116,75,1,4,0,3
2020,DC,"6,380","1,432",548,"4,400","2,577","3,746",48,9,"5,823",557,506,"5,618",38,26,20,172,302,35,265,1,1,255,47,38,255,1,2,0,6
2020,DE,"1,165",266,71,828,463,701,0,1,"1,064",101,412,678,3,7,1,64,78,10,68,0,0,74,4,36,39,0,2,0,1
2020,FL,"27,487","4,637","1,588","21,262","9,743","17,670",52,22,"23,442","4,045","15,102","11,042",128,328,73,814,"2,436",189,"2,241",5,1,"2,272",164,"1,550",791,13,32,6,44
2020,GA,"10,234","1,667",530,"8,037","3,743","6,340",44,107,"9,714",520,"3,031","6,708",92,64,21,318,764,89,672,1,2,730,34,241,501,0,8,0,14
2020,GU,790,291,81,418,357,431,2,0,771,19,21,3,14,1,727,24,21,2,19,0,0,19,2,3,2,1,0,13,2
2020,HI,"6,458","1,101",396,"4,961","2,521","3,874",36,27,"5,523",935,"1,469",295,564,83,"2,160","1,887",485,49,430,3,3,418,67,182,60,48,10,74,111
2020,IA,"2,647",535,200,"1,912",993,"1,642",9,3,"2,464",183,"1,760",596,19,121,9,142,154,10,144,0,0,150,4,119,21,3,5,0,6
2020,ID,"2,315",592,149,"1,574","1,035","1,276",3,1,"1,901",414,"1,904",52,13,230,17,99,178,18,158,2,0,165,13,162,2,0,5,1,8
2020,IL,"10,431","2,212",958,"7,261","4,300","6,096",32,3,"9,302","1,129","3,671","6,333",96,82,21,228,736,55,681,0,0,692,44,259,447,10,9,0,11
2020,IN,"5,625",978,352,"4,295","2,182","3,420",16,7,"5,278",347,"3,492","1,783",37,50,21,242,530,34,493,3,0,506,24,305,205,0,4,2,14
2020,KS,"2,449",407,213,"1,829",928,"1,516",3,2,"2,184",265,"1,512",553,15,96,2,271,203,13,190,0,0,197,6,145,38,0,14,0,6
2020,KY,"4,011",581,268,"3,162","1,607","2,393",8,3,"3,875",136,"2,826",996,19,22,20,128,399,27,372,0,0,389,10,251,139,0,2,2,5
2020,LA,"3,173",396,275,"2,502",967,"2,192",11,3,"3,085",88,"1,165","1,908",21,29,5,45,378,16,359,1,2,368,10,158,205,1,1,0,13
2020,MA,"17,975","7,092","1,404","9,479","8,891","9,039",33,12,"11,790","6,185","9,903","6,538",198,86,87,"1,163",836,53,778,5,0,750,86,583,201,7,8,2,35
2020,MD,"6,360","1,215",346,"4,799","2,568","3,753",31,8,"5,994",366,"2,211","3,755",56,60,26,252,464,21,442,0,1,459,5,167,287,0,4,0,6
2020,ME,"2,097",480,149,"1,468",940,"1,143",8,6,"2,013",84,"1,631",310,3,48,7,98,103,8,95,0,0,100,3,90,9,0,3,0,1
2020,MI,"8,638","2,239",658,"5,741","3,770","4,855",8,5,"8,154",484,"4,023","3,937",53,100,29,496,639,36,603,0,0,625,14,298,309,2,8,0,22
2020,MN,"7,940","2,140",932,"4,868","3,408","4,485",25,22,"7,295",645,"3,016","3,302",145,795,50,632,315,25,287,3,0,298,17,183,96,1,14,5,16
2020,MO,"6,527","1,482",693,"4,352","2,952","3,540",23,12,"6,201",326,"3,522","2,489",35,87,22,372,453,32,421,0,0,446,7,267,159,4,8,3,12
2020,MP,"1,207",409,117,681,576,631,0,0,"1,207",0,7,0,438,0,758,4,9,1,8,0,0,9,0,2,0,0,0,7,0
2020,MS,"1,107",165,53,889,395,709,3,0,"1,089",18,512,554,3,11,5,22,68,6,61,1,0,67,1,31,36,0,0,0,1
2020,MT,"1,545",328,98,"1,119",630,896,10,9,"1,398",147,"1,087",51,4,300,10,93,165,12,152,1,0,151,14,136,2,0,21,0,6
2020,NC,"9,280","1,634",561,"7,085","3,614","5,646",18,2,"8,820",460,"4,060","4,757",30,93,20,320,798,62,735,1,0,776,22,385,385,1,7,2,18
2020,ND,541,115,46,380,226,314,1,0,501,40,285,95,1,131,1,28,49,3,46,0,0,47,2,41,3,0,5,0,0
2020,NE,"2,404",463,181,"1,760",897,"1,501",6,0,"2,075",329,"1,588",543,22,71,15,165,153,9,144,0,0,144,9,110,31,0,4,3,5
2020,NH,"1,675",373,118,"1,184",735,935,5,0,"1,491",184,"1,474",98,16,6,7,74,116,14,102,0,0,107,9,106,5,0,3,0,2
2020,NJ,"9,662","2,053",717,"6,892","4,030","5,614",14,4,"7,690","1,972","3,681","5,418",58,88,48,369,595,41,554,0,0,525,70,230,324,2,6,4,29
2020,NM,"3,333",482,221,"2,630","1,197","2,103",19,14,"2,008","1,325","2,011",227,14,831,38,212,252,12,237,1,2,179,73,150,22,2,65,1,12
2020,NV,"6,900",383,549,"5,968","2,050","4,839",11,0,"5,856","1,044","4,394","1,884",128,147,121,226,924,61,862,1,0,852,72,519,300,8,29,14,54
2020,NY,"91,271","27,968","8,199","55,104","41,881","48,905",442,43,"60,412","30,859","21,777","62,198",937,500,"1,248","4,611","1,251",86,"1,161",2,2,"1,080",171,506,681,8,8,9,39
2020,OH,"10,655","1,999",842,"7,814","4,210","6,400",43,2,"10,168",487,"5,350","4,662",54,78,22,489,730,44,683,3,0,712,18,382,318,1,3,2,24
2020,OK,"3,932",490,305,"3,137","1,402","2,500",24,6,"3,642",290,"2,451",815,13,411,9,233,325,16,306,2,1,311,14,206,69,2,35,1,12
2020,OR,"14,655","2,030",944,"11,681","5,443","9,072",72,68,"13,271","1,384","11,916",839,112,711,167,910,"1,329",114,"1,202",8,5,"1,248",81,"1,051",102,8,64,18,86
2020,PA,"13,375","3,048","1,000","9,327","5,388","7,910",60,17,"11,632","1,743","5,854","6,793",65,62,56,545,977,70,904,2,1,929,48,534,411,5,8,3,16
2020,PR,"2,451",110,79,"2,262",517,"1,924",10,0,56,"2,395","1,039",465,3,16,6,922,88,8,80,0,0,10,78,36,20,1,0,1,30
2020,RI,"1,104",238,48,818,431,667,5,1,857,247,656,322,6,24,6,90,92,5,87,0,0,85,7,72,16,0,1,0,3
2020,SC,"4,287",518,256,"3,513","1,579","2,699",5,4,"4,172",115,"1,887","2,160",12,55,6,167,428,25,401,2,0,422,6,178,232,0,6,2,10
2020,SD,"1,058",215,83,760,448,607,3,0,977,81,265,65,2,699,0,27,43,1,41,1,0,42,1,19,3,0,21,0,0
2020,TN,"7,256",998,397,"5,861","2,602","4,637",14,3,"7,068",188,"4,091","2,849",29,66,30,191,570,41,529,0,0,560,10,326,226,2,5,1,10
2020,TX,"27,229","4,048","1,663","21,518","10,080","17,067",61,21,"19,684","7,545","15,778","10,001",206,346,89,809,"1,948",179,"1,761",2,6,"1,592",356,"1,131",728,8,31,9,41
2020,UT,"3,131",635,239,"2,257","1,250","1,863",14,4,"2,362",769,"2,367",332,36,162,58,176,114,3,110,1,0,104,10,91,18,0,0,1,4
2020,VA,"5,957","1,266",360,"4,331","2,395","3,547",12,3,"5,465",492,"2,233","3,169",98,62,16,379,395,39,356,0,0,383,12,145,221,0,3,1,25
2020,VI,304,0,6,298,98,201,0,5,260,44,33,232,0,6,0,33,13,3,10,0,0,12,1,3,10,0,0,0,0
2020,VT,"1,110",216,127,767,498,600,8,4,"1,069",41,983,62,9,6,4,46,71,8,62,0,1,67,4,65,0,0,0,0,6
2020,WA,"22,923","4,115","1,913","16,895","9,426","13,094",175,228,"19,863","3,060","13,904","3,953",332,"2,544",653,"1,537","1,607",213,"1,360",2,32,"1,532",75,"1,075",268,107,57,22,78
2020,WI,"4,515","1,196",293,"3,026","1,887","2,615",13,0,"4,115",400,"2,426","1,572",46,201,15,255,337,20,317,0,0,331,6,224,99,2,2,3,7
2020,WV,"1,341",122,115,"1,104",522,818,1,0,"1,311",30,"1,097",181,3,11,3,46,104,9,95,0,0,104,0,88,12,0,0,0,4
2020,WY,612,143,92,377,268,344,0,0,536,76,510,38,0,39,3,22,51,2,49,0,0,45,6,44,3,0,4,0,0
2021,AK,"1,949",302,305,"1,342",672,"1,272",5,0,"1,841",108,599,141,27,856,61,265,36,8,28,0,0,34,2,15,4,1,13,0,3
2021,AL,"2,556",312,74,"1,691",789,"1,281",6,1,"1,895",182,934,"1,067",6,12,1,57,241,21,220,0,0,236,5,108,127,0,1,1,4
2021,AR,"2,139",193,165,"1,781",818,"1,319",0,2,"2,006",133,"1,490",552,9,49,5,34,102,10,92,0,0,101,1,58,38,1,2,1,2
2021,AS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021,AZ,"5,460","1,387",347,"3,726","2,359","3,074",21,6,"3,994","1,466","3,140","1,391",45,429,19,436,637,53,582,1,1,571,66,465,113,3,26,3,27
2021,CA,"57,468","12,424","4,288","39,950","25,230","31,319",338,126,"37,413","19,600","33,081","17,122","1,157","1,729",753,"3,171","3,351",251,"3,090",7,3,"2,807",544,"2,009","1,000",56,100,48,138
2021,CO,"8,544","1,545",457,"6,542","3,238","5,266",21,19,"6,049","2,495","5,589","1,736",42,384,150,643,642,65,574,1,2,556,86,446,132,3,27,6,28
2021,CT,"2,593",385,184,"2,024",987,"1,596",8,2,"1,893",700,"1,267",994,17,33,14,268,125,10,115,0,0,108,17,77,41,0,2,0,5
2021,DC,"5,111",752,502,"3,857","1,836","3,215",43,17,"4,849",262,401,"4,487",38,22,18,145,187,20,167,0,0,182,5,26,154,1,2,0,4
2021,DE,"1,579",509,122,948,760,817,2,0,"1,465",114,551,967,6,2,4,49,74,10,64,0,0,70,4,28,45,0,0,0,1
2021,FL,"21,121","3,497",940,"13,915","6,845","11,438",30,39,"15,659","2,693","10,716","7,666",85,969,80,603,"2,011",136,"1,748",1,0,"1,747",138,"1,186",623,7,19,7,43
2021,GA,"5,486","1,265",347,"3,647","2,259","2,884",23,93,"4,988",271,"1,316","3,722",41,13,13,154,297,30,265,1,1,290,7,68,217,1,4,3,4
2021,GU,199,102,14,83,103,96,0,0,196,3,0,2,2,0,184,11,12,1,11,0,0,12,0,0,2,0,0,9,1
2021,HI,"2,490",766,157,"1,567","1,148","1,328",11,3,"2,135",355,437,87,160,12,994,800,153,17,136,0,0,132,21,65,23,13,1,23,28
2021,IA,"2,534",501,185,"1,848","1,008","1,521",3,2,"2,301",233,"1,753",521,41,89,13,117,120,6,114,0,0,117,3,95,18,0,4,0,3
2021,ID,"1,889",552,144,"1,120",484,530,3,0,863,154,890,37,4,44,4,38,128,4,92,0,0,89,7,92,0,1,3,0,0
2021,IL,"7,958","1,828",804,"5,142","3,373","4,370",25,6,"6,843",931,"2,688","4,657",78,64,24,263,402,27,370,4,1,380,22,167,225,1,1,0,8
2021,IN,"4,975",845,295,"3,835","1,865","3,093",10,7,"4,738",237,"3,110","1,619",43,40,19,144,495,29,466,0,0,475,20,273,205,0,4,3,10
2021,KS,"1,803",277,152,"1,374",694,"1,101",6,2,"1,608",195,"1,181",397,13,68,11,133,216,40,176,0,0,203,13,145,45,1,11,5,9
2021,KY,"2,544",372,203,"1,969","1,008","1,530",3,3,"2,420",124,"1,659",741,15,16,8,105,266,17,249,0,0,263,3,164,93,0,2,0,7
2021,LA,"2,131",298,146,"1,205",612,"1,029",8,0,"1,603",46,587,975,7,21,7,52,266,12,254,0,0,262,4,99,160,1,1,0,5
2021,MA,"15,079","5,900","1,165","7,998","7,535","7,487",31,10,"9,593","5,140","8,255","5,140",160,62,87,"1,029",534,33,497,2,2,489,45,381,129,3,4,3,14
2021,MD,"4,550",785,375,"3,361","1,747","2,759",14,1,"4,139",382,"1,460","2,776",40,32,27,184,281,31,250,0,0,268,13,87,183,0,3,2,6
2021,ME,"2,063",461,138,"1,464",952,"1,099",8,4,"2,009",54,"1,657",268,10,31,3,94,91,6,85,0,0,90,1,79,6,0,2,0,4
2021,MI,"6,757","1,828",565,"4,293","2,947","3,739",15,7,"6,328",380,"2,929","3,326",46,69,11,327,498,39,459,0,0,487,11,214,266,1,4,0,13
2021,MN,"6,775","1,870",713,"4,192","3,066","3,668",26,15,"6,196",579,"2,521","2,914",176,550,30,584,327,33,292,2,0,318,9,192,106,3,16,0,10
2021,MO,"4,926","1,173",443,"3,151","2,162","2,544",16,8,"4,509",221,"2,639","1,717",27,56,20,271,352,22,328,1,1,337,15,201,134,2,4,2,9
2021,MP,2,0,0,2,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,MS,626,51,35,540,254,370,1,1,596,30,338,266,2,4,0,16,31,3,28,0,0,31,0,21,8,0,0,0,2
2021,MT,"1,801",259,72,844,487,678,1,2,"1,078",90,843,62,2,187,8,66,110,14,96,0,0,97,13,86,11,0,9,0,4
2021,NC,"7,249","1,484",437,"5,221","2,936","4,189",15,2,"6,822",320,"2,527","4,254",36,75,17,233,706,65,639,1,1,695,11,296,384,1,6,1,18
2021,ND,548,126,57,365,237,309,1,1,491,57,272,88,4,134,2,48,34,1,33,0,0,33,1,26,3,0,4,0,1
2021,NE,"1,935",326,147,"1,462",718,"1,210",5,2,"1,677",258,"1,271",430,26,75,12,121,129,11,118,0,0,120,9,88,29,0,8,2,2
2021,NH,"1,491",320,123,"1,048",645,843,3,0,"1,324",167,"1,303",90,16,3,4,75,119,13,106,0,0,112,7,107,4,1,0,0,7
2021,NJ,"8,262","1,672",537,"6,053","3,342","4,905",15,0,"6,567","1,695","3,144","4,669",66,72,42,269,438,35,403,0,0,393,45,188,235,3,2,3,7
2021,NM,"2,747",521,207,"2,019","1,072","1,646",21,8,"1,388","1,359","1,701",199,12,670,26,139,169,15,152,2,0,120,49,109,23,1,27,3,6
2021,NV,"7,090",367,354,"5,366","1,879","4,180",21,7,"5,014","1,073","3,424","1,797",141,174,76,475,749,28,720,1,0,644,105,399,243,22,37,5,43
2021,NY,"78,920","22,349","6,712","49,793","34,613","43,729",461,43,"52,219","26,627","17,891","54,206",886,461,"1,370","4,032","1,108",73,"1,034",0,1,943,165,422,623,1,6,7,49
2021,OH,"7,915","1,781",671,"5,463","3,338","4,549",26,2,"7,513",402,"3,663","3,776",44,35,26,371,505,34,471,0,0,490,15,274,219,2,0,2,8
2021,OK,"2,694",438,258,"1,998","1,078","1,599",7,10,"2,464",230,"1,646",530,17,295,11,195,199,15,182,1,1,192,7,132,40,2,13,0,12
2021,OR,"9,048",992,672,"7,384","3,325","5,629",43,51,"7,991","1,057","7,268",542,49,439,132,618,"1,000",66,932,2,0,902,98,820,67,3,37,4,69
2021,PA,"10,339","2,468",789,"7,031","4,356","5,882",35,15,"8,941","1,324","4,435","5,209",40,48,43,490,782,64,718,0,0,730,52,427,333,3,3,5,11
2021,PR,439,55,18,366,151,284,4,0,14,425,200,80,2,5,0,152,5,0,5,0,0,1,4,1,1,0,0,0,3
2021,RI,"1,267",290,96,881,522,739,6,0,960,307,777,320,5,22,9,134,97,2,94,1,0,93,4,77,15,1,0,1,3
2021,SC,"3,207",504,215,"2,245","1,182","1,774",6,2,"2,871",93,"1,236","1,577",8,22,5,116,309,26,283,0,0,301,8,126,171,0,2,0,10
2021,SD,817,200,88,529,356,458,1,2,768,49,256,56,7,479,5,14,31,5,26,0,0,30,1,9,2,0,19,0,1
2021,TN,"6,823",765,342,"5,429","2,298","4,026",11,20,"6,195",160,"4,147","2,017",19,28,11,133,557,53,504,0,0,555,2,298,249,0,3,0,7
2021,TX,"17,295","2,981","1,218","13,080","6,647","10,562",54,16,"13,010","4,269","9,238","7,166",156,173,66,480,"1,279",107,"1,169",0,3,"1,120",159,674,553,5,12,6,29
2021,UT,"3,565",496,153,"1,761","1,035","1,357",10,8,"1,858",552,"1,889",252,26,102,44,97,129,7,120,1,1,113,16,105,14,0,3,2,5
2021,VA,"5,812","1,190",336,"4,160","2,353","3,310",17,6,"5,191",495,"2,282","2,905",108,34,18,339,348,43,304,1,0,340,8,148,175,3,2,1,19
2021,VI,177,1,1,175,50,127,0,0,162,15,5,166,2,2,0,2,6,0,6,0,0,5,1,0,6,0,0,0,0
2021,VT,"2,591",360,267,"1,964","1,167","1,410",8,6,"2,480",111,"2,266",179,25,31,4,86,103,7,96,0,0,100,3,95,1,0,2,0,5
2021,WA,"11,511","2,811",907,"7,793","4,957","6,436",77,41,"9,703","1,808","6,871","2,595",184,594,372,895,832,76,750,5,1,768,64,557,179,11,36,9,40
2021,WI,"4,237","1,107",235,"2,895","1,816","2,399",15,7,"3,862",375,"2,352","1,374",27,194,18,272,297,15,281,1,0,287,10,208,72,0,6,1,10
2021,WV,"1,138",100,80,958,438,695,4,1,"1,115",23,934,140,4,7,3,50,95,7,88,0,0,94,1,76,17,0,0,1,1
2021,WY,405,116,32,257,239,165,0,1,375,30,360,8,0,13,10,14,19,0,19,0,0,16,3,16,3,0,0,0,0
2022,AK,"2,320",328,203,"1,789",892,"1,417",8,3,"2,206",114,818,121,42,851,186,302,134,17,117,0,0,129,5,56,13,0,49,0,16
2022,AL,"3,752",790,217,"2,745","1,633","2,099",13,7,"3,545",173,"1,411","2,151",20,32,7,131,308,28,280,0,0,303,5,126,172,0,2,0,8
2022,AR,"2,459",243,243,"1,973",861,"1,589",4,5,"2,187",272,"1,681",645,16,52,5,60,92,8,84,0,0,91,1,56,26,0,3,2,5
2022,AS, , , , , , , ,, , , , , , , , , , , , ,, , , , , , , , 
2022,AZ,"13,553","1,723","1,084","10,746","4,884","8,594",37,38,"10,122","3,431","8,811","2,740",87,939,107,869,857,93,762,1,1,760,97,611,148,5,44,1,48
2022,CA,"171,521","15,439","10,896","145,186","58,137","110,089","1,698","1,597","107,965","63,556","93,943","52,110","4,003","7,210","2,492","11,763","10,395","1,177","9,065",60,93,"8,096","2,299","5,984","2,885",246,413,197,670
2022,CO,"10,397","1,339",575,"8,483","3,884","6,374",67,72,"7,853","2,544","6,837","1,741",55,600,213,951,738,84,637,10,7,629,109,526,129,6,21,14,42
2022,CT,"2,930",560,205,"2,165","1,177","1,747",5,1,"2,002",928,"1,564","1,135",18,32,18,163,149,19,130,0,0,130,19,85,55,0,3,1,5
2022,DC,"4,410",600,509,"3,301","1,636","2,722",36,16,"4,155",255,403,"3,764",35,39,15,154,208,51,157,0,0,196,12,35,165,1,1,0,6
2022,DE,"2,369",769,200,"1,400","1,129","1,234",2,4,"2,218",151,761,"1,454",14,6,2,132,93,15,77,0,1,89,4,44,45,1,0,0,3
2022,FL,"25,959","4,189","1,222","20,548","9,225","16,656",43,35,"21,654","4,305","14,152","10,474",106,249,153,825,"2,279",203,"2,070",4,2,"2,128",151,"1,441",734,10,31,10,53
2022,GA,"10,689","1,785",616,"8,288","4,193","6,444",16,36,"10,073",616,"4,262","6,051",44,45,22,265,664,73,591,0,0,643,21,209,426,4,8,2,15
2022,GU,"1,087",374,114,599,505,581,1,0,"1,065",22,14,1,27,0,"1,014",31,31,9,22,0,0,31,0,3,1,0,0,26,1
2022,HI,"5,967",865,305,"4,797","2,291","3,626",41,9,"5,209",758,"1,326",227,545,61,"2,239","1,569",306,33,271,1,1,265,41,121,26,28,8,59,64
2022,IA,"2,419",485,165,"1,769",931,"1,472",7,9,"2,176",243,"1,594",532,46,85,10,152,141,7,134,0,0,139,2,104,23,2,2,1,9
2022,ID,"1,998",459,132,"1,407",867,"1,123",6,2,"1,631",367,"1,716",47,10,123,20,82,149,14,133,2,0,134,15,130,7,1,3,1,7
2022,IL,"9,212","1,902",897,"6,413","3,620","5,533",37,22,"8,134","1,078","3,344","5,389",69,65,22,323,524,32,488,4,0,499,25,180,327,2,4,0,11
2022,IN,"5,449","1,012",335,"4,102","2,207","3,214",14,14,"5,175",274,"3,265","1,862",37,60,29,196,482,42,439,0,1,471,11,307,154,2,5,4,10
2022,KS,"2,397",369,161,"1,867",943,"1,427",12,15,"2,132",265,"1,582",500,10,75,11,219,218,21,195,0,2,203,15,155,44,2,5,0,12
2022,KY,"3,984",608,279,"3,097","1,555","2,409",13,7,"3,815",169,"2,887",899,10,28,18,142,328,23,302,3,0,314,14,201,107,0,8,1,11
2022,LA,"7,373","2,262",211,"4,900","3,198","4,144",13,18,"6,982",391,"2,200","5,054",16,35,13,55,322,28,292,1,1,317,5,126,190,3,1,1,1
2022,MA,"15,507","5,977","1,187","8,343","7,762","7,669",33,43,"9,727","5,780","8,588","5,855",144,84,111,725,534,57,474,3,0,492,42,381,123,1,11,2,16
2022,MD,"5,349","1,080",354,"3,915","2,146","3,174",18,11,"5,018",331,"1,845","3,224",47,68,17,148,303,28,273,1,1,293,10,118,177,1,1,2,4
2022,ME,"4,411","1,073",290,"3,048","1,883","2,461",15,52,"4,275",136,"2,906","1,258",18,52,8,169,243,22,221,0,0,238,5,211,11,0,6,0,15
2022,MI,"8,206","2,164",624,"5,418","3,592","4,591",22,23,"7,659",569,"3,840","3,789",27,121,16,435,498,44,453,0,1,489,9,256,217,0,9,0,16
2022,MN,"7,917","1,972",781,"5,164","3,453","4,409",34,21,"7,201",716,"2,979","2,925",170,"1,097",33,713,290,33,256,1,0,277,13,162,83,5,22,1,17
2022,MO,"5,992","1,127",551,"4,314","2,511","3,414",34,33,"5,640",352,"3,416","2,126",24,77,21,328,476,56,418,2,0,463,13,284,159,3,8,4,18
2022,MP,"1,207",409,117,681,576,631,0,0,"1,207",0,7,0,438,0,758,4,9,1,8,0,0,9,0,2,0,0,0,7,0
2022,MS,"1,196",70,125,"1,001",445,736,6,9,"1,171",25,513,650,3,8,10,12,139,21,115,1,2,137,2,48,91,0,0,0,0
2022,MT,"1,585",264,121,"1,200",660,914,7,4,"1,450",135,"1,170",39,5,254,18,99,172,25,145,1,1,162,10,148,9,0,9,0,6
2022,NC,"9,382","1,743",556,"7,083","3,949","5,356",34,43,"8,747",635,"3,685","4,970",90,146,33,458,687,58,628,1,0,668,19,296,353,5,10,5,18
