Year,State,Overall Homeless,Under 18,Age 18 to 24,Over 24,Female,Male,Transgender,Non-binary,Non-Hispanic/Non-Latin,Hispanic/Latin,White,African American,Asian American,Indigenous,Pacific Islander,Multiple Races,Overall Homeless Veterans,Veterans - Female,Veterans - Male,Veterans - Transgender,Veterans-Non-binary,Veterans - Non-Hispanic/Non-Latin,Veterans - Hispanic/Latin,Veterans - White,Veterans - African American,Veterans - Asian American,Veterans - Indigenous,Veterans - Pacific Islander,Veterans - Multiple Races
2020,RI,1104,238,48,818,431,667,5,1,857,247,656,322,6,24,6,90,92,5,87,0,0,85,7,72,16,0,1,0,3
2020,SC,4287,518,256,3513,1579,2699,5,4,4172,115,1887,2160,12,55,6,167,428,25,401,2,0,422,6,178,232,0,6,2,10
2020,SD,1058,215,83,760,448,607,3,0,977,81,265,65,2,699,0,27,43,1,41,1,0,42,1,19,3,0,21,0,0
2020,TN,7256,998,397,5861,2602,4637,14,3,7068,188,4091,2849,29,66,30,191,570,41,529,0,0,560,10,326,226,2,5,1,10
2020,TX,27229,4048,1663,21518,10080,17067,61,21,19684,7545,15778,10001,206,346,89,809,1948,179,1761,2,6,1592,356,1131,728,8,31,9,41
2020,UT,3131,635,239,2257,1250,1863,14,4,2362,769,2367,332,36,162,58,176,114,3,110,1,0,104,10,91,18,0,0,1,4
2020,VA,5957,1266,360,4331,2395,3547,12,3,5465,492,2233,3169,98,62,16,379,395,39,356,0,0,383,12,145,221,0,3,1,25
2020,VI,304,0,6,298,98,201,0,5,260,44,33,232,0,6,0,33,13,3,10,0,0,12,1,3,10,0,0,0,0
2020,VT,1110,216,127,767,498,600,8,4,1069,41,983,62,9,6,4,46,71,8,62,0,1,67,4,65,0,0,0,0,6
2020,WA,22923,4115,1913,16895,9426,13094,175,228,19863,3060,13904,3953,332,2544,653,1537,1607,213,1360,2,32,1532,75,1075,268,107,57,22,78
2020,WI,4515,1196,293,3026,1887,2615,13,0,4115,400,2426,1572,46,201,15,255,337,20,317,0,0,331,6,224,99,2,2,3,7
2020,WV,1341,122,115,1104,522,818,1,0,1311,30,1097,181,3,11,3,46,104,9,95,0,0,104,0,88,12,0,0,0,4
2020,WY,612,143,92,377,268,344,0,0,536,76,510,38,0,39,3,22,51,2,49,0,0,45,6,44,3,0,4,0,0
2021,AK,1949,302,305,1342,672,1272,5,0,1841,108,599,141,27,856,61,265,36,8,28,0,0,34,2,15,4,1,13,0,3
2021,AL,2556,312,74,1691,789,1281,6,1,1895,182,934,1067,6,12,1,57,241,21,220,0,0,236,5,108,127,0,1,1,4
2021,AR,2139,193,165,1781,818,1319,0,2,2006,133,1490,552,9,49,5,34,102,10,92,0,0,101,1,58,38,1,2,1,2
2021,AS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,AZ,5460,1387,347,3726,2359,3074,21,6,3994,1466,3140,1391,45,429,19,436,637,53,582,1,1,571,66,465,113,3,26,3,27
2021,CA,57468,12424,4288,39950,25230,31319,338,126,37413,19600,33081,17122,1157,1729,753,3171,3351,251,3090,7,3,2807,544,2009,1000,56,100,48,138
2021,CO,8544,1545,457,6542,3238,5266,21,19,6049,2495,5589,1736,42,384,150,643,642,65,574,1,2,556,86,446,132,3,27,6,28
2021,CT,2593,385,184,2024,987,1596,8,2,1893,700,1267,994,17,33,14,268,125,10,115,0,0,108,17,77,41,0,2,0,5
2021,DC,5111,752,502,3857,1836,3215,43,17,4849,262,401,4487,38,22,18,145,187,20,167,0,0,182,5,26,154,1,2,0,4
2021,DE,1579,509,122,948,760,817,2,0,1465,114,551,967,6,2,4,49,74,10,64,0,0,70,4,28,45,0,0,0,1
2021,FL,21121,3497,940,13915,6845,11438,30,39,15659,2693,10716,7666,85,969,80,603,2011,136,1748,1,0,1747,138,1186,623,7,19,7,43
2021,GA,5486,1265,347,3647,2259,2884,23,93,4988,271,1316,3722,41,13,13,154,297,30,265,1,1,290,7,68,217,1,4,3,4
2021,GU,199,102,14,83,103,96,0,0,196,3,0,2,2,0,184,11,12,1,11,0,0,12,0,0,2,0,0,9,1
2021,HI,2490,766,157,1567,1148,1328,11,3,2135,355,437,87,160,12,994,800,153,17,136,0,0,132,21,65,23,13,1,23,28
2021,IA,2534,501,185,1848,1008,1521,3,2,2301,233,1753,521,41,89,13,117,120,6,114,0,0,117,3,95,18,0,4,0,3
2021,ID,1889,552,144,1120,484,530,3,0,863,154,890,37,4,44,4,38,128,4,92,0,0,89,7,92,0,1,3,0,0
2021,IL,7958,1828,804,5142,3373,4370,25,6,6843,931,2688,4657,78,64,24,263,402,27,370,4,1,380,22,167,225,1,1,0,8
2021,IN,4975,845,295,3835,1865,3093,10,7,4738,237,3110,1619,43,40,19,144,495,29,466,0,0,475,20,273,205,0,4,3,10
2021,KS,1803,277,152,1374,694,1101,6,2,1608,195,1181,397,13,68,11,133,216,40,176,0,0,203,13,145,45,1,11,5,9
2021,KY,2544,372,203,1969,1008,1530,3,3,2420,124,1659,741,15,16,8,105,266,17,249,0,0,263,3,164,93,0,2,0,7
2021,LA,2131,298,146,1205,612,1029,8,0,1603,46,587,975,7,21,7,52,266,12,254,0,0,262,4,99,160,1,1,0,5
2021,MA,15079,5900,1165,7998,7535,7487,31,10,9593,5140,8255,5140,160,62,87,1029,534,33,497,2,2,489,45,381,129,3,4,3,14
2021,MD,4550,785,375,3361,1747,2759,14,1,4139,382,1460,2776,40,32,27,184,281,31,250,0,0,268,13,87,183,0,3,2,6
2021,ME,2063,461,138,1464,952,1099,8,4,2009,54,1657,268,10,31,3,94,91,6,85,0,0,90,1,79,6,0,2,0,4
2021,MI,6757,1828,565,4293,2947,3739,15,7,6328,380,2929,3326,46,69,11,327,498,39,459,0,0,487,11,214,266,1,4,0,13
2021,MN,6775,1870,713,4192,3066,3668,26,15,6196,579,2521,2914,176,550,30,584,327,33,292,2,0,318,9,192,106,3,16,0,10
2021,MO,4926,1173,443,3151,2162,2544,16,8,4509,221,2639,1717,27,56,20,271,352,22,328,1,1,337,15,201,134,2,4,2,9
2021,MP,2,0,0,2,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,MS,626,51,35,540,254,370,1,1,596,30,338,266,2,4,0,16,31,3,28,0,0,31,0,21,8,0,0,0,2
2021,MT,1801,259,72,844,487,678,1,2,1078,90,843,62,2,187,8,66,110,14,96,0,0,97,13,86,11,0,9,0,4
2021,NC,7249,1484,437,5221,2936,4189,15,2,6822,320,2527,4254,36,75,17,233,706,65,639,1,1,695,11,296,384,1,6,1,18
2021,ND,548,126,57,365,237,309,1,1,491,57,272,88,4,134,2,48,34,1,33,0,0,33,1,26,3,0,4,0,1
2021,NE,1935,326,147,1462,718,1210,5,2,1677,258,1271,430,26,75,12,121,129,11,118,0,0,120,9,88,29,0,8,2,2
2021,NH,1491,320,123,1048,645,843,3,0,1324,167,1303,90,16,3,4,75,119,13,106,0,0,112,7,107,4,1,0,0,7
2021,NJ,8262,1672,537,6053,3342,4905,15,0,6567,1695,3144,4669,66,72,42,269,438,35,403,0,0,393,45,188,235,3,2,3,7
2021,NM,2747,521,207,2019,1072,1646,21,8,1388,1359,1701,199,12,670,26,139,169,15,152,2,0,120,49,109,23,1,27,3,6
2021,NV,7090,367,354,5366,1879,4180,21,7,5014,1073,3424,1797,141,174,76,475,749,28,720,1,0,644,105,399,243,22,37,5,43
2021,NY,78920,22349,6712,49793,34613,43729,461,43,52219,26627,17891,54206,886,461,1370,4032,1108,73,1034,0,1,943,165,422,623,1,6,7,49
2021,OH,7915,1781,671,5463,3338,4549,26,2,7513,402,3663,3776,44,35,26,371,505,34,471,0,0,490,15,274,219,2,0,2,8
2021,OK,2694,438,258,1998,1078,1599,7,10,2464,230,1646,530,17,295,11,195,199,15,182,1,1,192,7,132,40,2,13,0,12
2021,OR,9048,992,672,7384,3325,5629,43,51,7991,1057,7268,542,49,439,132,618,1000,66,932,2,0,902,98,820,67,3,37,4,69
2021,PA,10339,2468,789,7031,4356,5882,35,15,8941,1324,4435,5209,40,48,43,490,782,64,718,0,0,730,52,427,333,3,3,5,11
2021,PR,439,55,18,366,151,284,4,0,14,425,200,80,2,5,0,152,5,0,5,0,0,1,4,1,1,0,0,0,3
2021,RI,1267,290,96,881,522,739,6,0,960,307,777,320,5,22,9,134,97,2,94,1,0,93,4,77,15,1,0,1,3
2021,SC,3207,504,215,2245,1182,1774,6,2,2871,93,1236,1577,8,22,5,116,309,26,283,0,0,301,8,126,171,0,2,0,10
2021,SD,817,200,88,529,356,458,1,2,768,49,256,56,7,479,5,14,31,5,26,0,0,30,1,9,2,0,19,0,1
2021,TN,6823,765,342,5429,2298,4026,11,20,6195,160,4147,2017,19,28,11,133,557,53,504,0,0,555,2,298,249,0,3,0,7
2021,TX,17295,2981,1218,13080,6647,10562,54,16,13010,4269,9238,7166,156,173,66,480,1279,107,1169,0,3,1120,159,674,553,5,12,6,29
2021,UT,3565,496,153,1761,1035,1357,10,8,1858,552,1889,252,26,102,44,97,129,7,120,1,1,113,16,105,14,0,3,2,5
2021,VA,5812,1190,336,4160,2353,3310,17,6,5191,495,2282,2905,108,34,18,339,348,43,304,1,0,340,8,148,175,3,2,1,19
2021,VI,177,1,1,175,50,127,0,0,162,15,5,166,2,2,0,2,6,0,6,0,0,5,1,0,6,0,0,0,0
2021,VT,2591,360,267,1964,1167,1410,8,6,2480,111,2266,179,25,31,4,86,103,7,96,0,0,100,3,95,1,0,2,0,5
2021,WA,11511,2811,907,7793,4957,6436,77,41,9703,1808,6871,2595,184,594,372,895,832,76,750,5,1,768,64,557,179,11,36,9,40
2021,WI,4237,1107,235,2895,1816,2399,15,7,3862,375,2352,1374,27,194,18,272,297,15,281,1,0,287,10,208,72,0,6,1,10
2021,WV,1138,100,80,958,438,695,4,1,1115,23,934,140,4,7,3,50,95,7,88,0,0,94,1,76,17,0,0,1,1
2021,WY,405,116,32,257,239,165,0,1,375,30,360,8,0,13,10,14,19,0,19,0,0,16,3,16,3,0,0,0,0
2022,AK,2320,328,203,1789,892,1417,8,3,2206,114,818,121,42,851,186,302,134,17,117,0,0,129,5,56,13,0,49,0,16
2022,AL,3752,790,217,2745,1633,2099,13,7,3545,173,1411,2151,20,32,7,131,308,28,280,0,0,303,5,126,172,0,2,0,8
2022,AR,2459,243,243,1973,861,1589,4,5,2187,272,1681,645,16,52,5,60,92,8,84,0,0,91,1,56,26,0,3,2,5
2022,AS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,AZ,13553,1723,1084,10746,4884,8594,37,38,10122,3431,8811,2740,87,939,107,869,857,93,762,1,1,760,97,611,148,5,44,1,48
2022,CA,171521,15439,10896,145186,58137,110089,1698,1597,107965,63556,93943,52110,4003,7210,2492,11763,10395,1177,9065,60,93,8096,2299,5984,2885,246,413,197,670
2022,CO,10397,1339,575,8483,3884,6374,67,72,7853,2544,6837,1741,55,600,213,951,738,84,637,10,7,629,109,526,129,6,21,14,42
2022,CT,2930,560,205,2165,1177,1747,5,1,2002,928,1564,1135,18,32,18,163,149,19,130,0,0,130,19,85,55,0,3,1,5
2022,DC,4410,600,509,3301,1636,2722,36,16,4155,255,403,3764,35,39,15,154,208,51,157,0,0,196,12,35,165,1,1,0,6
2022,DE,2369,769,200,1400,1129,1234,2,4,2218,151,761,1454,14,6,2,132,93,15,77,0,1,89,4,44,45,1,0,0,3
2022,FL,25959,4189,1222,20548,9225,16656,43,35,21654,4305,14152,10474,106,249,153,825,2279,203,2070,4,2,2128,151,1441,734,10,31,10,53
2022,GA,10689,1785,616,8288,4193,6444,16,36,10073,616,4262,6051,44,45,22,265,664,73,591,0,0,643,21,209,426,4,8,2,15
2022,GU,1087,374,114,599,505,581,1,0,1065,22,14,1,27,0,1014,31,31,9,22,0,0,31,0,3,1,0,0,26,1
2022,HI,5967,865,305,4797,2291,3626,41,9,5209,758,1326,227,545,61,2239,1569,306,33,271,1,1,265,41,121,26,28,8,59,64
2022,IA,2419,485,165,1769,931,1472,7,9,2176,243,1594,532,46,85,10,152,141,7,134,0,0,139,2,104,23,2,2,1,9
2022,ID,1998,459,132,1407,867,1123,6,2,1631,367,1716,47,10,123,20,82,149,14,133,2,0,134,15,130,7,1,3,1,7
2022,IL,9212,1902,897,6413,3620,5533,37,22,8134,1078,3344,5389,69,65,22,323,524,32,488,4,0,499,25,180,327,2,4,0,11
2022,IN,5449,1012,335,4102,2207,3214,14,14,5175,274,3265,1862,37,60,29,196,482,42,439,0,1,471,11,307,154,2,5,4,10
2022,KS,2397,369,161,1867,943,1427,12,15,2132,265,1582,500,10,75,11,219,218,21,195,0,2,203,15,155,44,2,5,0,12
2022,KY,3984,608,279,3097,1555,2409,13,7,3815,169,2887,899,10,28,18,142,328,23,302,3,0,314,14,201,107,0,8,1,11
2022,LA,7373,2262,211,4900,3198,4144,13,18,6982,391,2200,5054,16,35,13,55,322,28,292,1,1,317,5,126,190,3,1,1,1
2022,MA,15507,5977,1187,8343,7762,7669,33,43,9727,5780,8588,5855,144,84,111,725,534,57,474,3,0,492,42,381,123,1,11,2,16
2022,MD,5349,1080,354,3915,2146,3174,18,11,5018,331,1845,3224,47,68,17,148,303,28,273,1,1,293,10,118,177,1,1,2,4
2022,ME,4411,1073,290,3048,1883,2461,15,52,4275,136,2906,1258,18,52,8,169,243,22,221,0,0,238,5,211,11,0,6,0,15
2022,MI,8206,2164,624,5418,3592,4591,22,23,7659,569,3840,3789,27,121,16,435,498,44,453,0,1,489,9,256,217,0,9,0,16
2022,MN,7917,1972,781,5164,3453,4409,34,21,7201,716,2979,2925,170,1097,33,713,290,33,256,1,0,277,13,162,83,5,22,1,17
2022,MO,5992,1127,551,4314,2511,3414,34,33,5640,352,3416,2126,24,77,21,328,476,56,418,2,0,463,13,284,159,3,8,4,18
2022,MP,1207,409,117,681,576,631,0,0,1207,0,7,0,438,0,758,4,9,1,8,0,0,9,0,2,0,0,0,7,0
2022,MS,1196,70,125,1001,445,736,6,9,1171,25,513,650,3,8,10,12,139,21,115,1,2,137,2,48,91,0,0,0,0
2022,MT,1585,264,121,1200,660,914,7,4,1450,135,1170,39,5,254,18,99,172,25,145,1,1,162,10,148,9,0,9,0,6
2022,NC,9382,1743,556,7083,3949,5356,34,43,8747,635,3685,4970,90,146,33,458,687,58,628,1,0,668,19,296,353,5,10,5,18
2022,ND,610,116,45,449,233,371,1,5,549,61,256,89,4,225,2,34,37,2,35,0,0,34,3,30,1,0,2,0,4
2022,NE,2246,373,152,1721,830,1398,12,6,1964,282,1479,499,36,109,9,114,145,7,138,0,0,139,6,105,29,1,2,0,8
2022,NH,1605,315,128,1162,685,905,12,3,1457,148,1434,91,8,3,7,62,127,15,112,0,0,122,5,118,6,0,1,0,2
2022,NJ,8752,1833,650,6269,3650,5085,15,2,6985,1767,3457,4887,64,83,52,209,479,50,429,0,0,431,48,199,265,7,5,2,1
2022,NM,2560,484,192,1884,945,1575,11,29,1391,1169,1677,220,12,424,44,183,91,12,78,0,1,66,25,60,16,0,10,1,4
2022,NV,7618,522,392,6704,2292,5258,23,45,6502,1116,4467,2298,128,208,167,350,752,43,706,0,3,700,52,461,210,16,18,12,35
2022,NY,74178,20299,6399,47480,31997,41662,456,63,48633,25545,16787,51036,794,567,1017,3977,990,67,922,0,1,842,148,432,525,9,7,2,15
2022,OH,10654,2098,930,7626,4434,6151,56,13,10195,459,5406,4608,46,73,19,502,633,51,580,1,1,596,37,359,244,0,3,1,26
2022,OK,3754,528,360,2866,1496,2220,18,20,3418,336,2072,806,30,519,37,290,273,27,246,0,0,261,12,172,59,1,24,1,16
2022,OR,17959,2157,987,14815,6671,10931,131,226,15876,2083,13960,1172,101,880,227,1619,1460,131,1308,9,12,1320,140,1127,96,12,77,5,143
2022,PA,12691,2974,943,8774,5373,7260,42,16,10877,1814,5864,5927,65,91,93,651,778,87,690,0,1,725,53,447,307,3,4,1,16
2022,PR,2215,112,87,2016,476,1648,5,86,75,2140,992,466,0,7,0,750,70,4,65,0,1,7,63,37,16,0,0,0,17
2022,RI,1577,317,101,1159,622,940,9,6,1229,348,1030,384,8,37,5,113,113,10,103,0,0,111,2,83,19,1,2,1,7
2022,SC,3608,539,251,2818,1352,2235,14,7,3475,133,1570,1831,16,32,12,147,359,31,326,1,1,353,6,151,192,2,4,2,8
2022,SD,1389,281,96,1012,563,818,4,4,1308,81,341,63,5,952,0,28,40,3,37,0,0,38,2,15,4,1,19,0,1
2022,TN,10567,1460,629,8478,4421,6107,17,22,10178,389,7105,3142,26,50,30,214,549,60,487,1,1,538,11,321,211,1,4,2,10
2022,TX,24432,3791,1508,19133,9076,15205,79,72,16622,7810,14311,8459,234,376,69,983,1711,178,1526,1,6,1471,240,1022,591,5,26,10,57
2022,UT,3557,697,235,2625,1420,2107,9,21,2773,784,2703,290,33,242,89,200,155,17,136,2,0,147,8,125,15,2,2,1,10
2022,VA,6529,1418,413,4698,2621,3853,26,29,5957,572,2761,3269,107,47,10,335,392,42,349,0,1,380,12,178,193,2,3,0,16
2022,VI,175,1,1,173,37,138,0,0,151,24,10,159,2,2,0,2,6,0,6,0,0,5,1,0,6,0,0,0,0
2022,VT,2780,481,221,2078,1219,1543,9,9,2641,139,2448,177,14,25,6,110,100,8,91,1,0,95,5,87,6,0,2,1,4
2022,WA,25211,4044,1661,19506,8927,15707,339,238,21271,3940,15237,4219,305,1854,925,2671,1569,247,1282,27,13,1394,175,1019,227,12,114,34,163
2022,WI,4775,1228,311,3236,2098,2651,18,8,4368,407,2812,1391,45,219,13,295,341,13,326,2,0,333,8,246,81,1,8,0,5
2022,WV,1375,90,131,1154,531,829,5,10,1350,25,1197,124,2,10,5,37,122,7,115,0,0,121,1,104,15,0,1,0,2
2022,WY,648,106,79,463,256,390,1,1,581,67,499,26,0,89,2,32,68,6,62,0,0,62,6,51,6,0,9,0,2
2023,AK,2614,361,227,2026,991,1600,16,7,2355,259,796,181,38,1151,99,349,119,15,104,0,0,111,8,52,14,0,43,0,10
2023,AL,3304,560,178,2566,1258,2010,23,13,3188,116,1349,1787,12,37,11,108,291,26,265,0,0,283,8,119,160,0,4,0,8
2023,AR,2609,304,177,2128,1006,1580,13,10,2474,135,1696,733,7,50,30,93,205,19,183,1,2,200,5,138,52,0,3,0,12
2023,AS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,AZ,14237,1585,996,11656,4893,9186,52,106,10311,3926,9011,3097,101,975,106,947,932,88,834,7,3,809,123,667,158,9,40,7,51
2023,CA,181399,15499,11840,126563,60459,117492,1919,1529,114448,66951,96385,53369,7012,8589,3413,12631,10589,1549,8871,72,97,8256,2333,5643,3119,417,473,170,767
2023,CO,14439,2291,771,11377,5324,8935,92,88,10671,3768,9655,2431,135,829,402,987,1022,98,910,11,3,890,132,693,186,10,50,7,76
2023,CT,3015,583,236,2196,1190,1811,9,5,2083,932,1653,1117,14,38,7,186,165,17,148,0,0,149,16,95,61,0,1,1,7
2023,DC,4922,715,521,3686,1698,3159,39,26,4439,483,587,4091,40,73,52,79,218,57,161,0,0,202,16,40,166,1,2,5,4
2023,DE,1245,335,66,844,551,687,3,4,1138,107,385,773,4,3,2,78,79,17,62,0,0,76,3,33,42,0,2,0,2
2023,FL,30756,4797,1518,24441,11636,18953,68,99,25542,5214,16579,12495,186,330,117,1049,2558,229,2323,3,3,2297,261,1627,822,4,37,13,55
2023,GA,12294,2349,642,5693,4927,7291,10,66,11612,682,4603,7165,43,58,20,405,701,89,608,0,4,673,28,227,432,4,6,1,31
2023,GU,1075,311,94,670,479,595,0,1,1033,42,9,5,33,1,1005,22,24,6,18,0,0,22,2,0,3,1,1,19,0
2023,HI,6223,924,428,4871,2419,3740,36,28,5392,831,1295,246,603,50,2336,1693,317,28,286,1,2,277,40,117,51,40,6,40,63
2023,IA,2653,516,180,1957,1031,1598,15,9,2407,246,1687,664,28,86,18,170,128,4,124,0,0,118,10,95,18,2,9,2,2
2023,ID,2298,461,133,1704,991,1298,5,4,1814,484,1902,50,8,160,21,157,182,17,164,1,0,174,8,156,8,0,14,1,3
2023,IL,11947,2426,1347,8152,4584,7266,58,39,8363,3584,5535,5583,197,143,62,427,523,42,478,1,2,488,35,186,316,8,5,0,8
2023,IN,6017,1197,347,4473,2510,3460,15,32,5728,289,3684,1962,27,39,36,269,488,46,437,2,3,473,15,305,154,2,5,5,17
2023,KS,2636,435,153,2048,1012,1607,8,9,2304,332,1795,540,12,78,14,197,199,20,177,1,1,188,11,140,38,1,7,1,12
2023,KY,4766,590,307,3869,1799,2928,18,21,4549,217,3386,1131,16,36,11,186,417,30,387,0,0,401,16,270,125,1,8,1,12
2023,LA,3169,376,199,2594,1052,2083,17,17,3045,124,1179,1885,15,28,13,49,249,15,233,0,1,243,6,94,146,0,2,1,6
2023,MA,19141,7400,1348,10393,9637,9392,75,37,12440,6701,9223,8659,181,126,134,818,545,70,471,2,2,491,54,403,113,3,11,0,15
2023,MD,5865,1146,418,4301,2355,3474,21,15,5427,438,1945,3521,64,96,29,210,291,20,270,1,0,282,9,92,188,1,4,2,4
2023,ME,4258,1236,314,2708,2129,2077,38,14,4039,219,2044,2013,17,34,5,145,123,11,111,0,1,119,4,102,9,0,5,2,5
2023,MI,8997,2280,721,5806,3847,5082,32,36,8348,649,4278,3981,51,101,20,566,484,38,443,2,1,470,14,230,224,0,5,2,23
2023,MN,8393,2390,951,5052,3917,4399,35,42,7301,1092,2999,3152,193,961,45,1043,336,40,295,0,1,316,20,193,81,20,25,3,14
2023,MO,6708,1240,591,4877,2775,3862,31,40,6260,448,3811,2399,40,90,67,301,569,55,508,4,2,545,24,329,198,2,13,1,26
2023,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,MS,982,130,49,803,375,599,6,2,954,28,429,505,7,8,5,28,61,6,54,1,0,61,0,28,30,0,0,1,2
2023,MT,2178,296,217,1665,898,1259,7,14,1975,203,1480,63,10,461,18,146,207,23,184,0,0,186,21,157,7,0,22,1,20
2023,NC,9754,1652,594,7508,3930,5762,32,30,9224,530,4094,5045,60,155,36,364,777,78,693,1,5,763,14,359,377,3,14,1,23
2023,ND,784,137,84,563,277,495,6,6,717,67,352,102,9,276,0,45,27,2,25,0,0,24,3,19,2,0,5,0,1
2023,NE,2462,419,193,1850,931,1515,10,6,2134,328,1585,528,37,134,11,167,132,9,121,2,0,124,8,96,27,0,4,0,5
2023,NH,2441,443,175,1823,1112,1310,8,11,2226,215,2175,124,14,29,10,89,100,11,89,0,0,95,5,92,4,0,1,0,3
2023,NJ,10264,2500,737,7027,4550,5668,24,22,7174,3090,3916,5814,82,149,41,262,454,36,414,3,1,392,62,197,232,5,8,5,7
2023,NM,3842,678,283,2881,1578,2210,27,27,1868,1974,2456,400,24,719,81,162,256,33,220,1,2,166,90,162,34,3,35,12,10
2023,NV,8666,693,454,7519,2810,5774,7,75,7207,1459,4984,2790,172,237,157,326,1094,92,994,1,7,989,105,666,318,21,33,10,46
2023,NY,103200,29377,10327,63496,44531,57982,545,142,53543,49657,29552,65791,873,946,294,5744,1098,80,1009,8,1,891,207,460,595,5,14,9,15
2023,OH,11386,2091,911,8384,4608,6692,49,37,10851,535,5917,4765,40,91,38,535,623,38,581,3,1,604,19,367,237,0,3,5,11
2023,OK,4648,626,452,3570,1748,2798,18,84,4170,478,2642,991,24,621,45,325,288,25,261,0,2,264,24,196,46,0,25,6,15
2023,OR,20142,2617,1255,16270,7720,12001,108,313,17560,2582,15563,1559,153,996,375,1496,1575,154,1397,8,16,1415,160,1285,93,8,69,14,106
2023,PA,12556,2669,957,8930,5003,7433,49,71,10820,1736,5897,5780,65,93,45,676,826,82,739,3,2,760,66,457,318,4,13,3,31
2023,PR,2242,95,87,1104,500,1654,4,84,62,2180,1096,488,0,16,1,641,58,7,51,0,0,3,55,27,16,0,1,1,13
2023,RI,1810,376,81,1353,718,1069,12,11,1404,406,1140,436,12,33,4,185,100,10,90,0,0,94,6,71,21,1,3,0,4
2023,SC,4053,520,220,3313,1482,2553,11,7,3872,181,1980,1863,12,38,8,152,393,19,374,0,0,379,14,152,212,1,6,1,21
2023,SD,1282,207,107,968,530,739,5,8,1194,88,372,63,7,779,9,52,58,5,53,0,0,55,3,26,1,1,23,0,7
2023,TN,9215,1020,646,7549,3411,5712,45,47,8926,289,5718,3101,30,85,10,271,759,65,694,0,0,730,29,438,287,0,9,0,25
2023,TX,27377,4231,1621,21525,10301,16906,54,116,18849,8528,16277,9668,246,416,96,674,2036,210,1815,2,9,1710,326,1149,768,11,47,8,53
2023,UT,3687,605,218,2864,1385,2235,15,52,2826,861,2805,329,39,218,95,201,181,14,166,0,1,156,25,138,20,2,5,6,10
2023,VA,6761,1539,441,4781,2794,3914,26,27,6069,692,2681,3434,133,60,18,435,386,46,334,6,0,364,22,156,199,1,6,1,23
2023,VI,252,1,3,248,64,187,0,1,225,27,23,219,2,2,0,6,9,0,9,0,0,7,2,1,8,0,0,0,0
2023,VT,3295,654,247,2394,1454,1810,7,24,3141,154,2835,266,36,83,6,69,122,7,114,0,1,116,6,98,13,0,3,1,7
2023,WA,28036,4386,1897,15275,10124,17283,325,304,23795,4241,17046,4694,343,2065,1218,2670,1684,265,1380,25,14,1481,203,1065,279,14,128,55,143
2023,WI,4861,1189,279,3393,1999,2814,29,19,4416,445,2739,1592,51,211,12,256,335,13,322,0,0,323,12,223,91,2,8,2,9
2023,WV,1416,125,136,1155,548,849,10,9,1393,23,1210,137,2,11,2,54,91,2,89,0,0,90,1,74,13,0,2,0,2
2023,WY,532,37,62,433,158,372,0,2,462,70,419,47,14,22,2,28,90,2,88,0,0,90,0,82,4,0,1,1,2
